Date,USD_to_PKR,Oil_Price,Inflation_Rate,Interest_Rate,Gold_Price,Foreign_Reserves_Billion_USD,KSE_100_Index
2020-08-09,164.2030823483742,54.55038925877758,13.820293177569294,7.380162628044722,1208.5712013331645,10.153965251216302,34869.425027792546
2020-08-16,164.39633373600523,54.61596832633751,9.433562845935827,11.276068488151175,1209.054770194984,10.147745192639112,34876.868031308826
2020-08-23,164.0674782715273,54.867464510031645,7.958764492587574,10.552998109960193,1209.3884422266754,10.557282498009016,34883.89761586902
2020-08-30,164.6787507275789,55.22719106828268,10.700607688850532,11.50308811891183,1209.510375942092,10.73545107026242,34853.798031478684
2020-09-06,164.26832890259337,54.96710214616595,7.161310569003738,6.1629916543875645,1208.9959915686857,10.67121527230586,34825.65298560114
2020-09-13,164.57276070009576,54.96675177541366,5.682769952977975,13.849115180497364,1209.3178388563385,10.83573182857709,34760.522722011156
2020-09-20,163.79292563815588,54.924268182065376,6.159917497195843,14.38906454235251,1209.550913931204,11.165602915894292,34853.0015591705
2020-09-27,163.32883261370665,54.82826941229327,6.152412550619951,11.08619865230288,1209.809545466082,11.400529652476845,34795.808397400935
2020-10-04,163.62726323164122,55.45790568437759,6.367124241610649,12.26985741489203,1209.4488460357538,11.462455726460881,34766.16313751114
2020-10-11,164.19649652163892,55.67940019766588,6.249444553844691,14.302494430595662,1209.1664234195905,11.383068370919766,34735.24277423268
2020-10-18,164.4821806622339,55.40113501136537,10.767872703228932,12.365147708820587,1209.7376845609238,11.572713033642483,34784.9889930799
2020-10-25,164.62435652103977,55.776493595481796,6.636920759592304,7.372851386228352,1209.871862499381,11.701410110726833,34775.2415091653
2020-11-01,164.67380467324514,56.51314045458559,8.111005549914768,11.186595241501319,1210.2944627783302,11.93044875473238,34842.62861279899
2020-11-08,164.13454367806142,56.92288003275093,13.071095689154106,11.460435417445703,1210.4557901287824,12.107483115068774,34813.954081586795
2020-11-15,163.97462157386408,56.56706904296473,9.265654762365852,9.817176041721474,1210.6176925845807,12.36739365813264,34832.903789697986
2020-11-22,163.94430218838417,56.52179882110485,11.008019646689245,12.627998120622506,1211.143006106971,12.310346615820526,34796.136437035
2020-11-29,164.67286330149363,57.00187216586084,6.5508788408146685,14.409303132921133,1211.086588215684,12.623825428947391,34908.393893423665
2020-12-06,165.04467244627787,56.88957132617521,6.730601169278037,14.330116616160987,1211.2750365264606,12.713345349885872,34854.01397247219
2020-12-13,164.3631523685965,57.122717154619075,5.36781754639831,10.05755434263719,1211.2401264109785,13.178397524410926,34874.50500798354
2020-12-20,164.7251943532939,57.45510737064787,6.520415567649481,7.019142412566797,1211.2163279200056,13.090559960793012,34911.19385203015
2020-12-27,164.73265321308574,57.27702822917445,7.507313051287627,14.863570790661012,1211.2426590706182,13.48775272142606,34936.88380690272
2021-01-03,164.59419221293277,57.35917062235591,6.593094358490721,13.550082778013408,1211.4815125792716,13.577334878118592,34932.61942395884
2021-01-10,165.1000303573532,56.48679042033519,5.798322803813501,7.121964130829402,1211.440013130606,13.497051277395702,34931.12838897217
2021-01-17,165.81553011860117,56.279474127934904,6.085722839905407,14.28757694355635,1212.0923155808355,13.450274110584836,34938.31896257112
2021-01-24,166.48117017815926,56.303703682516954,9.147008912294531,13.829067258559155,1211.8844726599477,13.436204648945973,34935.968862489695
2021-01-31,166.26156141654795,56.0293687279275,6.857003465652133,10.66954251413465,1211.959724002283,13.571037838226356,34989.16281832944
2021-02-07,166.30695522862234,56.61909211910699,8.27842874943268,11.321478921704363,1211.9338315789735,13.725604935833456,35104.688968409006
2021-02-14,166.6725869443241,56.2900497057188,9.530755437693712,9.591024334831172,1212.6626227327151,13.66086493504574,35081.81437915862
2021-02-21,167.3603595078853,56.258036359709706,11.213553457664288,6.4928547493982816,1212.8912446433196,13.705994016593543,35018.32423017966
2021-02-28,167.32077238896267,56.397258532895535,5.353809258569891,9.016775174813109,1213.4539824591072,14.184448088315916,35018.9101277621
2021-03-07,167.42794290063074,56.92964051961537,12.194693590181384,13.225681037382103,1213.0097583098923,14.579956722336059,35152.89559464482
2021-03-14,167.07477541362775,56.59888187426154,10.65110350541817,6.0416882070414255,1213.26657841624,14.717221456270865,35117.71186624633
2021-03-21,166.6766721015874,57.04783099990802,5.735831287539847,9.001492545220298,1213.7724307344895,14.774822151904505,35204.667706518536
2021-03-28,167.2829350127845,57.1509009182139,12.862207616960994,9.58351824231849,1213.9553443301995,14.848828417248157,35293.552747222355
2021-04-04,168.16105502706992,56.95644832289951,13.287851604786319,10.836560426441306,1214.5315364802257,15.021532011794243,35270.87333513695
2021-04-11,168.32504996627975,57.19507936517849,5.549701638693774,14.278700547714845,1214.4746211001857,14.866973498754561,35304.322489096216
2021-04-18,169.02681641522577,57.35479727385054,7.491898833324834,9.117113949293651,1215.1883600762599,14.865498191269893,35390.74232025265
2021-04-25,169.40763442774957,57.2747322107029,12.255811518137552,9.12257881706605,1216.2579193257075,14.581781376494373,35376.785933203275
2021-05-02,169.285074550447,57.39567283619991,11.734337213452925,12.637511232987736,1216.2627839015317,14.711626001015428,35371.60691519815
2021-05-09,169.66577235320122,57.380078757141376,6.660689174207396,10.069961468008264,1216.2345828929713,14.891065188955977,35347.522869500724
2021-05-16,170.6347906364342,57.51413396071675,6.884143910030392,8.021443406459838,1216.9659366838184,14.844427896496104,35301.78503296608
2021-05-23,170.81687761687922,57.81277316307306,8.334248925122438,10.07195564519424,1217.7477655421108,15.209225249154109,35274.32115571278
2021-05-30,171.79919944478624,58.388578207916666,9.360706866719191,7.2677131834181985,1217.6886215312495,15.014072116553642,35218.12414237466
2021-06-06,170.68932689274135,58.117233558268616,10.564292943772664,7.58748287855601,1217.670546804411,14.771197140511678,35224.82831578763
2021-06-13,171.30027814492897,58.85714357066549,8.32022275612795,10.485309954655317,1217.7078329608669,14.866087504223671,35191.329654234694
2021-06-20,171.54380167904804,58.37151723080874,9.16281244519833,9.770329045540931,1217.3200527564532,15.125507164746102,35208.01894982423
2021-06-27,171.5942980038151,58.42598170229807,11.72723844320381,14.2336131096129,1217.1025919778594,15.512292703037676,35135.22416751405
2021-07-04,171.84017839208286,58.702476864243444,5.330148826015381,9.261545092049698,1216.8509356711586,15.470515850463887,35156.768179124774
2021-07-11,171.04639393478243,58.88677442456395,7.271932499096186,11.22529515250239,1216.693816645117,15.736252017150147,35203.444627205216
2021-07-18,171.13655799086368,58.799964568617774,11.420146272960972,11.690378591275774,1216.8299426901622,15.778550323250006,35108.757845076645
2021-07-25,171.51511427661956,58.83752789351059,13.056861539184794,6.117850109295003,1217.073628583177,15.794024863261843,35132.460673569025
2021-08-01,172.4540612989903,58.78962761311294,9.605096979040995,11.971836348150395,1217.8438287803026,16.020756850759177,35198.84412319269
2021-08-08,172.39492618985346,58.71281818602968,9.789021367387841,7.602323701827762,1217.594487164007,16.20122142644186,35143.36207225813
2021-08-15,172.1906793884069,59.067698815135984,5.964548102057984,14.649632857225097,1218.1382161233976,15.93594299504501,35231.99069160001
2021-08-22,172.13980086661462,59.2748034609255,9.026711301411092,7.337964549778016,1218.2026205857073,16.281251064990187,35257.94164206832
2021-08-29,172.79750192546564,59.166930582347305,9.793555398095208,9.731617113543214,1218.3328351018465,16.60726933581968,35227.691049280395
2021-09-05,173.1618774802955,59.53681054497728,7.182234532712567,6.768147012707795,1218.7527628987132,16.53215679551777,35229.902595397514
2021-09-12,173.09699737841197,59.729000401240256,7.4231890785444286,14.971868266613527,1218.4536740900883,16.661317502205254,35262.818941023594
2021-09-19,173.55363109496864,60.07285903689195,8.395557467941604,10.519755092981184,1218.7566379885618,16.810123539461802,35271.61921059422
2021-09-26,173.80216986964268,60.361747689469034,5.180640779999537,11.358465155880394,1218.973218871847,16.912258292626582,35303.55701021654
2021-10-03,174.4864923649091,60.21304918619241,7.898712490248604,6.603688296495847,1219.3201993774503,16.852197261857498,35262.523330562566
2021-10-10,174.33546581797043,60.14499487413332,6.903032062968902,12.749644233592601,1219.5858668350133,16.76787258826989,35275.99137176437
2021-10-17,174.37163474467155,60.4691829556703,7.947476169601232,7.889150337860272,1220.7179868909777,16.8127617740716,35210.30564691912
2021-10-24,174.37558066810547,60.75229403530034,6.077859186373261,14.082488604966423,1220.6128908972773,17.097307577923473,35209.744343851686
2021-10-31,173.84382319403943,60.846023557111096,13.014745526659055,7.846256764338064,1220.5504921152765,17.25602760884236,35169.54896177845
2021-11-07,174.1918833325717,60.98122177210373,10.342332081986438,7.716189485972999,1220.4512359047067,17.231904742425137,35137.77246464896
2021-11-14,174.52241096866166,61.464521240840256,11.111920872300406,6.328947010632854,1220.3790450570425,17.436244484554805,35204.57712340948
2021-11-21,174.72496769698287,61.3870498241895,12.102541147466045,10.248602505989993,1220.2740902061198,16.916535960428792,35264.14262943919
2021-11-28,174.8076741302953,61.65117903854052,9.485979790361515,11.083570199363548,1220.899696818563,17.196289100503215,35299.59953548455
2021-12-05,174.2999887592701,61.69052124281035,5.782282592786813,6.591377754855172,1221.617898517759,16.898346344747594,35249.983897250924
2021-12-12,174.28966609788742,61.72521688184219,9.83395887636693,12.979748550255096,1221.539600000259,16.87585815646697,35239.16347476619
2021-12-19,174.31830883962402,62.15484993743834,10.281570062187912,10.079599512732248,1221.3566577710174,16.701924177541738,35304.818359765144
2021-12-26,174.11717020501322,62.50247484213475,11.70895526765897,10.71951242394822,1221.695223993572,16.492987882397557,35316.904205447136
2022-01-02,174.23652734918022,62.846527732934945,8.884935916067114,9.966864722444054,1221.6243347758596,16.775153239873262,35437.87068244622
2022-01-09,174.6385527775875,63.338171375081245,6.148222725160074,9.606867547877934,1222.0275075029617,16.73161299961088,35462.53657441594
2022-01-16,175.78164572819276,63.44447252757107,7.55398315218852,11.036762981773961,1222.2586767113023,16.850913775957025,35477.13903024045
2022-01-23,176.06893463460867,63.749058418959564,8.267740667587717,7.397162213376412,1221.8023790653033,16.891529660181188,35466.68320703032
2022-01-30,176.39770982997007,63.75597839198152,10.81325517198441,7.63735317445744,1222.5713811458354,17.036937825625813,35478.360252269435
2022-02-06,176.56048687208698,63.95322829772806,10.137004742020206,13.756070589121656,1223.4397322150737,17.102302203837862,35475.7367604504
2022-02-13,175.80110126443745,64.01418538141775,8.204870533080616,14.515039159202695,1223.34461673888,16.89570375900015,35516.14219428484
2022-02-20,175.98784432671286,64.14328417091556,13.878637239136816,9.359783846517777,1223.3395361149055,17.14495712288958,35568.97731012457
2022-02-27,176.21795943168337,64.42183127854665,10.451973374211985,8.436702058291985,1223.6038822711955,17.096205806257316,35534.67783709917
2022-03-06,177.64958048792602,64.2763650735766,7.1350411256239505,11.795995889151142,1223.8876649871902,16.834889426525365,35473.11618942128
2022-03-13,177.75340000553544,65.00408125628223,5.916042253583633,9.678607539882869,1224.3010826962593,16.799266394332182,35386.30592076611
2022-03-20,178.10417367670226,64.80227604183233,6.375732252658988,6.228477200943104,1225.255164511766,17.149418352459044,35416.70548711174
2022-03-27,178.28681779184961,64.538019457996,7.213619555460573,7.405373376295714,1225.3343856207682,17.36946270088174,35366.537156803046
2022-04-03,177.90247877303986,64.98545272004603,6.446132359336001,12.443750059626577,1225.1650667229528,17.34973227400017,35263.89262715542
2022-04-10,178.67389018029738,65.32295152823491,6.679103216461752,11.930315477191362,1224.7633390317471,17.329880733136484,35288.32155738197
2022-04-17,179.24985669664076,65.61018747335055,7.565856518244624,6.243863932531351,1224.6209670157702,17.315553722893007,35417.971533253614
2022-04-24,179.84537267016228,65.89869112612985,6.560362357652793,7.997749457396544,1224.757716226621,17.780903319605176,35422.667987676614
2022-05-01,179.59067894276492,65.99501709427577,13.070888821637826,8.079673169292644,1225.625539372028,17.907290410051488,35469.592526399196
2022-05-08,180.49207609823296,65.82584078283001,5.72210371095478,12.047034692388555,1225.5684948524136,18.0432987394897,35478.68399432657
2022-05-15,179.99115056683684,65.94858215028813,9.720602506132291,6.177394839789278,1225.808010033069,18.299355430296067,35478.739511667016
2022-05-22,180.48457911373697,65.8454336368345,8.693571442906954,6.936977237861164,1225.95144087464,18.39711326210137,35529.69333581641
2022-05-29,181.77980692664195,66.23796955685982,13.841407552177458,13.199244768358703,1226.5767981840193,18.39530483293723,35520.17960860697
2022-06-05,181.4845387640766,66.29385234240918,6.008350119512471,7.6069019584890025,1227.7375711543687,18.406034863120237,35538.54922431057
2022-06-12,181.40138989927522,66.14620318337143,8.580700391411675,11.874714970666872,1227.6752236452005,18.441714611237423,35559.63411462037
2022-06-19,181.65121558181903,66.14978743087553,13.72523389947832,8.143645029420538,1227.6294478681932,18.484270163935456,35531.229591938216
2022-06-26,181.59947775476093,66.37366686715822,12.789564133045822,6.894972534834107,1228.1971122190207,18.679796072662853,35585.83170941505
2022-07-03,181.02414603922787,66.30454950131703,12.353648638543518,8.188549718995088,1228.6198688148713,18.74018524982431,35582.083721580275
2022-07-10,181.2584275266309,66.1578833826471,7.321125443404458,12.500402386700932,1229.5085517451657,18.93671326526743,35549.296463605635
2022-07-17,180.92727566976782,66.33098954609467,6.5379882865105925,13.701268212956572,1229.8921230192962,18.97056994924571,35581.121955784154
2022-07-24,181.36407188508542,66.50447951742728,11.017788979319878,13.471978781102925,1229.8984061829813,19.03629698730893,35541.1985566946
2022-07-31,181.10435976796853,66.45239656481594,13.364383902148273,9.574651766566094,1230.2846681152582,18.686656850402507,35547.60761456306
2022-08-07,182.0793269704773,66.41108507313045,10.010866037125368,12.012766229135815,1230.8781495474914,18.919922385343003,35552.151664730845
2022-08-14,181.88770032430918,66.58070005433774,10.144514205229099,7.844858658742389,1231.3563424199704,19.039220080522604,35611.446443022425
2022-08-21,181.92666956620633,66.24627475188854,7.519811842942557,8.63832957234912,1231.7092520324134,19.288822102494535,35640.18135466642
2022-08-28,182.53342817489118,65.92403561957558,11.925436398727431,14.067022366690077,1232.2859219082488,18.759571026855795,35643.93000672916
2022-09-04,182.1179960166742,65.80850235319984,6.683393737017711,6.117017311596625,1232.9036401444273,19.22724596781194,35689.81832168918
2022-09-11,182.43172598397626,65.84446820768629,7.9131131276381925,6.7695767776902125,1233.6065037408423,19.249328042180906,35764.328699140046
2022-09-18,183.28529736111747,66.03774047736569,8.82892794754775,7.870976296314246,1234.015987695878,19.52096460552841,35797.21921445764
2022-09-25,182.68155574383687,66.58034734245055,9.568493408160094,6.238789834864377,1234.0991404637514,19.362983420103305,35802.73684544981
2022-10-02,182.97387267310302,66.93764522941116,7.181687591735722,7.632918915808176,1234.3078259383246,19.535538201115816,35742.1450338323
2022-10-09,183.30381407022722,66.98966367042213,6.033531422652832,11.24737404872723,1234.940429524928,19.374855088481084,35693.88935067853
2022-10-16,183.8947255061159,67.08395880805134,10.495580381974694,9.79282095533248,1234.7636552565332,19.300101296341925,35683.6281154608
2022-10-23,183.47625015067683,66.88319999865999,7.597674979162302,14.034045399692774,1235.0611245800824,19.732907567115284,35658.15250535283
2022-10-30,183.0160218441347,66.97764605786227,10.23114399280351,13.356992055645968,1235.0537890551514,19.744771086962615,35653.803940203565
2022-11-06,183.47699262694314,66.99104846618623,6.389264437467821,9.076356165280885,1235.2152869843253,19.838257661598558,35661.63643644842
2022-11-13,183.82548496355975,67.18786403428766,9.330260916693359,8.334810900881632,1235.8766677293681,20.06227120773631,35693.12107416625
2022-11-20,184.15073138873268,67.03969475122196,9.793304892964272,9.417231673505402,1236.1031073565762,20.211407585330832,35694.5961352633
2022-11-27,184.52395549348117,67.29549870549431,5.466411831401842,11.31265448263327,1236.2716819758386,20.291491366359544,35723.92121745461
2022-12-04,184.3839431326919,67.85532037939508,8.029438503745286,8.412572767405887,1235.8777395194465,20.41448356685279,35732.14493819512
2022-12-11,184.70006998127243,67.92269233485803,6.209732092450768,11.617340170642207,1236.3262409458575,20.945166683900446,35638.371609877424
2022-12-18,185.04660621792178,68.1432058514877,5.5703747342549095,9.684704869721164,1236.734434618314,20.98364292449373,35596.404840186486
2022-12-25,184.8894305089086,68.45024904900104,13.909642091509507,10.968424627667822,1237.749736507636,21.073862733836723,35594.200462400404
2023-01-01,186.02231776448096,68.42988290743529,7.9011846047725065,9.92513876221785,1237.7766252136548,21.333993613038245,35538.71572525835
2023-01-08,186.45923422493686,68.59711065197843,12.288870012691714,8.650191835877258,1238.0142853447205,21.605098799629843,35573.71216175816
2023-01-15,186.06358247633554,68.70088837221296,7.291765892873874,14.53607976265941,1238.2640388182049,21.89250486074192,35655.249703375346
2023-01-22,186.59185928065244,68.83019120177761,11.133524500015364,12.872452147437848,1239.0450201301103,22.070250905147756,35721.187795960206
2023-01-29,186.30451844553878,68.69828826662098,11.84205073900718,7.261018581898073,1239.1569019171554,21.89164992260166,35715.5156524137
2023-02-05,186.89806074741,68.80564131889865,10.360748665470599,13.816211783081215,1239.4185105274635,22.268336229061877,35795.0519592562
2023-02-12,187.67735853691372,69.05504080627229,9.244185696951426,10.386880784245623,1239.81166913135,22.08906715045814,35807.4853321163
2023-02-19,187.46701737773787,69.5903838886108,8.706568227325416,14.050970042046822,1240.0363127806127,22.199594243505945,35795.6310335604
2023-02-26,188.14870544236,69.97816513643636,8.139814398886958,13.198697303525837,1240.0077393347924,22.098739073502074,35769.960900383354
2023-03-05,188.55509590582827,70.72411987368983,13.365762298230432,9.8269215402231,1240.235375331952,22.135911404183474,35759.837416058945
2023-03-12,189.16612598582552,70.59391560482342,12.475574670089562,6.202223774881056,1240.8148280318958,22.251663886244174,35745.42857513188
2023-03-19,190.31452247715248,70.95561179583962,13.685242195998613,8.418096234464514,1240.5542219121312,22.365935329334228,35758.94938625066
2023-03-26,190.39182841915107,71.11061439756112,6.118675011369902,10.874707931947803,1240.75740978179,22.500319480181282,35771.978085303155
2023-04-02,190.2149603369723,71.86755527752644,11.577807276832798,11.701303978435325,1240.6273614558145,22.873061733993012,35777.130386310826
2023-04-09,189.97020312215955,71.72506579191989,13.44506411138934,8.320989168898821,1241.2553801073843,23.013768594295808,35803.97729479814
2023-04-16,189.76229797967682,71.57314923926565,6.6310975954909415,7.254204666655417,1240.7961053454708,23.014937267237677,35868.50960853746
2023-04-23,189.92374712496976,71.49333144563244,5.5984664063009975,13.514372131193692,1240.7225366065622,23.25775470089535,35920.987315309525
2023-04-30,190.2943231123781,70.9561627283395,11.670085843610531,14.85961962633197,1241.023421356588,23.54564879868028,35851.74241688703
2023-05-07,190.6326685120431,70.89843622183527,10.170258018619208,10.731211640724172,1241.7996309682817,23.35012723565288,35729.04636014193
2023-05-14,191.24626013656112,70.77069642336916,12.576458990824449,7.545113572634731,1241.9233308638525,23.51960724962285,35780.7623557039
2023-05-21,191.45276108250007,70.91581455931203,6.257951389636606,8.450765938674321,1241.8512510531752,23.70984179808503,35717.41842078312
2023-05-28,192.37952812107872,71.11834135204518,12.15740580673901,6.165516088927201,1242.7537138809514,23.700329097413032,35711.18015068849
2023-06-04,192.44719970445976,71.78119260380994,6.814645880429701,14.228689259044492,1242.324508320785,24.025470460075358,35657.674499385525
2023-06-11,194.00728428775454,72.16631975526576,6.47290348579134,7.05975974601127,1241.594985938137,24.045459342668853,35572.57547750652
2023-06-18,194.52011796163706,72.09324865856703,6.478392181378936,11.188648279628282,1241.9209917181583,24.120574633363162,35604.64861391676
2023-06-25,194.29153918342894,71.92372425716252,12.33117248208244,8.466496986184854,1241.8701700284173,24.135960268506388,35647.60637193189
2023-07-02,193.95609293439838,72.17130000861448,10.9867749862658,10.98760202264214,1241.611676901565,24.18907607802268,35623.78085189556
2023-07-09,194.39732914201997,71.87523004650828,9.707588822922073,11.862783495166777,1242.0450194804846,24.01982106064364,35499.22873728831
2023-07-16,194.48559774935705,72.52466767626458,8.229474357111522,13.467676233364815,1242.292539765993,23.78181088412478,35476.91651487569
2023-07-23,195.0425979964031,72.97849971248098,12.894804867317974,7.857791445845429,1242.2169083136985,24.150711896769774,35501.50671514581
2023-07-30,195.47921680868987,72.93774701684957,8.53200596680372,6.098962457926325,1241.85478655423,24.031319627106107,35432.56113670711
2023-08-06,195.64280235236143,72.52380665812231,12.349394955244193,7.2319706706192655,1242.3537694855422,23.883041157214848,35446.72913269606
2023-08-13,195.41940549332722,73.02996837037193,8.952214177131966,14.100167776632945,1242.7638499567256,23.502363134494104,35450.963640237416
2023-08-20,194.8619818809843,73.09560641679614,8.392499864824169,13.865010698062637,1242.8741796112138,23.424570784956206,35484.92821521747
2023-08-27,194.83872440495077,73.56695131038819,9.164118071026458,11.376717919532775,1243.762834409633,23.20995282627471,35495.90723363818
2023-09-03,195.46692380211252,73.18862301274987,7.712400867477278,11.40465174390288,1243.4848005031024,23.58835585830198,35452.2537865941
2023-09-10,195.77397067417763,73.10881050586374,11.72848442158626,11.9853300709163,1243.0245904347325,23.840319276170508,35517.08236167733
2023-09-17,195.35110128482162,73.2103836157792,9.524483510832312,7.5783415076110465,1242.89782720678,23.752689207134964,35514.155883025975
2023-09-24,195.63769174774723,73.32447779390863,7.0899142563213555,14.229707513324637,1243.0295928002379,24.253176368203825,35517.79065605048
2023-10-01,196.03035043761162,73.28945815246485,13.096171159471115,9.768934724028657,1243.276928579967,24.499529465602144,35476.12725809682
2023-10-08,195.78842171951106,73.5763131321691,8.455020992358904,9.448246754245478,1243.3304341568244,24.48456318890042,35458.963145537244
2023-10-15,196.06528427248384,73.35602700335431,9.891975750025898,10.670259347545539,1243.6212563154302,24.034682045925706,35419.7230098359
2023-10-22,196.29438863170682,73.41331315784794,13.158248998680923,6.422693700975495,1243.270640545754,24.542870560443852,35416.07570683973
2023-10-29,195.92290348279153,73.54940184736151,10.618141963225929,7.496550318804715,1243.9981463873833,24.314956067091135,35506.66113084684
2023-11-05,196.30179716296567,73.80373349757913,6.052082366375277,12.642302547837334,1244.1152859160263,24.035876317699756,35443.066073700276
2023-11-12,196.78218942614978,74.11721796100579,13.458489112521276,6.745188011326138,1244.7122042486615,24.290390404101686,35367.38800380644
2023-11-19,197.52371504773743,73.87982533345443,10.64937247764276,11.428368985197494,1244.9992943872126,24.82834088536954,35445.94652018112
2023-11-26,198.25061607375488,73.51959108223375,8.014150531913774,8.208141987131889,1245.3319956748742,25.15519544907164,35440.480336323526
2023-12-03,197.76178138977633,74.0028941288033,6.253448653970485,9.50366052637779,1245.709902586967,25.317977273082114,35412.02669939053
2023-12-10,197.49286886981878,74.20258833239718,12.146226703432664,8.598243630936299,1246.038986010974,25.48692814141517,35469.021933760334
2023-12-17,197.9503865034231,74.07804237143021,10.580654803356621,9.201054448184543,1246.4460751149209,25.70761125317123,35443.74115677349
2023-12-24,198.40727947887922,74.64338796408697,9.801149827786894,12.47141314665821,1247.1277361269738,25.909396971128587,35540.04164245084
2023-12-31,198.86480332203223,74.77809035437483,13.045033247458619,8.674095440608575,1247.3563445948546,26.01563525592246,35578.9379360178
